freq,re,im
180,0.90468131784864,-1.232204852209
180.04400634766,0.91718473584235,-1.2299925377451
180.08799743652,0.92901329561941,-1.2281701935214
180.13200378418,0.94016100908347,-1.2267117625334
180.17599487305,0.95062183784251,-1.2256029743405
180.2200012207,0.96038883103913,-1.2248151039799
180.26399230957,0.96945907771976,-1.2243247787228
180.30799865723,0.97782651782594,-1.2241077873861
180.35198974609,0.98548999773471,-1.2241382134985
180.39599609375,0.99244528411664,-1.2243945551913
180.44000244141,0.99869220381893,-1.2248554473924
180.48399353027,1.0042295422613,-1.225492352678
180.52799987793,1.0090580229737,-1.2262838613155
180.5719909668,1.0131764140577,-1.2272036351878
180.61599731445,1.0165883430872,-1.2282303557396
180.65998840332,1.019295770373,-1.2293354265354
180.70399475098,1.0213004710323,-1.2305043594607
180.74798583984,1.022608263615,-1.2317064444401
180.7919921875,1.0232231024902,-1.2329224232618
180.83599853516,1.0231505853856,-1.2341259584079
180.87998962402,1.0223965426599,-1.2352956259007
180.92399597168,1.0209696192853,-1.2364099123075
180.96798706055,1.0188743397859,-1.2374495711171
181.0119934082,1.0161215101538,-1.2383883871081
181.05598449707,1.0127202892236,-1.2392095509339
181.09999084473,1.0086781733527,-1.2398888745865
181.14398193359,1.004007469403,-1.2404074583058
181.18800354004,0.9987183920444,-1.2407481379
181.23199462891,0.99282204193341,-1.2408871333014
181.27600097656,0.98633247666625,-1.2408100759824
181.32000732422,0.97925944079149,-1.2404948919215
181.36399841309,0.97161711520683,-1.2399274435449
181.40800476074,0.96341971828817,-1.2390881686441
181.45199584961,0.95468126116878,-1.237965221922
181.49600219727,0.94541566960422,-1.236536627835
181.53999328613,0.93563741316144,-1.2347927643527
181.58399963379,0.92536308062013,-1.2327117730045
181.62799072266,0.91460724842399,-1.2302887753156
181.67199707031,0.90338617417939,-1.2275045627534
181.71598815918,0.89171595166041,-1.224346653427
181.75999450684,0.8796120208955,-1.2208078056029
181.80400085449,0.86709315164707,-1.2168687555423
181.84799194336,0.85417545550885,-1.212526725241
181.89199829102,0.84087502781145,-1.2077672687656
181.93598937988,0.82721033478617,-1.2025829067662
181.97999572754,0.81319738492853,-1.1969639611638
182.02398681641,0.798854713331,-1.1909005289245
182.06799316406,0.78420023534742,-1.1843926807548
182.11198425293,0.76925045822556,-1.1774232789448
182.15599060059,0.75402278534524,-1.1699945763737
182.19998168945,0.73853611029118,-1.1620944038759
182.24398803711,0.72280714443097,-1.1537227516346
182.28799438477,0.70685391500064,-1.1448722311294
182.33198547363,0.69069283651668,-1.1355426097832
182.37600708008,0.6743428373633,-1.1257268219898
182.41999816895,0.65781907914745,-1.1154270110058
182.4640045166,0.64114077607729,-1.1046359243036
182.50799560547,0.62432396231902,-1.0933560997613
182.55200195313,0.60738634447635,-1.0815846621798
182.59599304199,0.59034253941986,-1.0693219363018
182.63999938965,0.57321211564244,-1.056567802264
182.68399047852,0.55600909657717,-1.043324564475
182.72799682617,0.53874968941293,-1.029589966822
182.77200317383,0.52145046782055,-1.0153686509793
182.8159942627,0.50412699663934,-1.00066074646
182.86000061035,0.48679463611131,-0.9854663956805
182.90399169922,0.4694676617618,-0.96979501273043
182.94799804688,0.4521619106969,-0.95364442360833
182.99198913574,0.43489191416463,-0.93702425338266
183.0359954834,0.4176706479766,-0.91993204165753
183.07998657227,0.40051457973684,-0.90237291134942
183.12399291992,0.38343483401355,-0.88435402417409
183.16799926758,0.36644612684095,-0.86588263595754
